pair_id	asset_id	study_id	source_accession	citation_raw	pmid	doi	publication_id_normalized	citation_resolution_status	resolution_evidence	parent_id	sequence_sha256	lineage_id	rna_family	probe	platform	condition_id	license_status	proposed_split_role
6d1b04dc970f90f1eea45c43054c53d533a8b687fee8e863d5ad87854b03116c	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
8f1fe3b5f7d1f3d58eeb33003e543f36db6a42487439aee5ede8151e62f207d9	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
0ab4a50a385f3d831e5461b2e165cc3715f9b22f28a821f97086a727942e6b60	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
e2c9e67ce07d80791fd4163304cc9eabdb2eafc646391241eda479175053ea7b	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
fae3866d3faa85a1d7a4461987ab0227f0bc088e9823109153fda62389254296	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
278f6070c2c94746b840e27e75ba0ae3044ae558523534ce978055445f2c6e6a	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
cb271059b04a46e5ee7ce4ad0d64561ca72fc3b5bc2ca96726ba9b30d215c6df	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
139db537825c2cc1294408300f73620e7235b1a1aa1f0332f1db7f5a71042602	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
f916000ced54ea15abe1b6c40069bb3585c1099514328d8348a2421d884faf89	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
ca54bc773570a384c29cedf32012c6e8fe8f1eecbb4f95b68077b64c62ea1621	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
6f833aeffbee9720d13ef9578f7a00d39d34ba6764692f01f47591277137392b	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
e83e60baa15041e9134ac94df6338f99ef423ee21e918574c0a2c51ae5d1bfbe	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
461e468517348a4f9fa78a350b1476a0f5096fcbfa5e07430619e601b1b4f06e	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
3d7ff3f47c8346ee5732e7054261f3bcf7207c32c7d4eb2316f98156c6de4fd3	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
9765fa92f202fd3b9c03b3a35aa82d9eb730c87c28f7db6dfb632cb53ec82e05	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
ffb1347f70cec757499d56af028c110ccb4ff564d8364ffb98fb4bf564818959	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
785bd5d7ffe0389ecfcbad83d04aea548612f77021c0b61a514df6fb962bde0a	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
9692f6bd3717d68f25dfb8d78154ce917aef4c5119b045fca7c41a3b83eecec9	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
6b3f8cd74c0d4817d17dc5aa8f4a7b7f493fb68c967fd686522ad1179a79cca6	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
d340420de9beb8b2014fd2080de42c4baca7298c43a3463ea76f802545b94cf9	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
ee9e2f5fd620452fea3a79750bfba1e9f5023f457bc6ba00455991827bc328b5	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
127c1bd77c943a0cf2ba10238d6f49076b2ccdf68aa7774378953138e332596a	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
5850c0092355dcdbbc10662bfe3fd265e99f466437fb9651e2db7b7c2fa76fa9	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
8262b2cf39d8775408c1bc75c87512f24314ad8959e6cc369e6a42826530f9a4	421580813	16SFWJ	16SFWJ_1M7_0001	title=High-throughput mutate-map-rescue evaluates SHAPE-directed RNA structure and uncovers excited states; authors=Tian S, Cordero P, Kladwang W, Das R; journal=RNA (New York, N.Y.); year=2014; pubmed=25183835; doi=10.1261/rna.044321.114	25183835	10.1261/rna.044321.114	pmid_25183835	RESOLVED	pubmed from d0r_accession_registry	16SFWJ_1M7_0001.rdat:1	UNKNOWN_NOT_ASSERTED	UNKNOWN_NOT_ASSERTED	data-rna-structures	1M7	UNKNOWN_NOT_ASSERTED	a5f68a6a5f383bdd07a0da831cbb6f2d458ad8782e74f965257c537afeae481c	VERIFIED_CC0_RMDB	"DEVELOPMENT_CONSUMED"
